budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,Blake Edwards,USA,Blake Edwards,Comedy,4079895,That's Life!,PG-13,10/10/1986,102,6.1,Jack Lemmon,1032,Milton Wexler,1986
0,Hemdale,USA,Hal Needham,Comedy,14926,Body Slam,PG,5/21/1987,89,5.3,Dirk Benedict,795,Shel Lytton,1986
0,"Rank Organisation, The",UK,David Drury,Thriller,750000,Defense of the Realm,PG,11/21/1986,96,6.6,Gabriel Byrne,1625,Martin Stellman,1986
0,Cinequanon,Argentina,Eliseo Subiela,Drama,725000,Man Facing Southeast,R,3/13/1987,105,7.8,Lorenzo Quinteros,2991,Eliseo Subiela,1986
0,Corporation Image M & M,Canada,Denys Arcand,Comedy,1902706,The Decline of the American Empire,R,11/14/1986,101,7.3,Dominique Michel,6622,Denys Arcand,1986
0,Rastar Films,USA,Jack Fisk,Drama,4743287,Violets Are Blue...,PG-13,4/25/1986,88,5.7,Sissy Spacek,553,Naomi Foner,1986
0,Portreeve,UK,Simon Langton,Thriller,1500000,The Whistle Blower,PG,7/10/1987,100,6.2,Michael Caine,1672,Julian Bond,1986
2000000,American Playhouse,USA,Jerrold Freedman,Drama,1301121,Native Son,PG,12/12/1986,111,5.9,Victor Love,448,Richard Wesley,1986
0,Carson Productions,USA,Eugene Corr,Drama,416393,Desert Bloom,PG,4/18/1986,105,6.6,Jon Voight,821,Linda Remy,1986
0,Alternate Current,USA,Lizzie Borden,Drama,1777378,Working Girls,UNRATED,3/20/1987,93,6.5,Louise Smith,604,Lizzie Borden,1986
0,Cinй Valse,France,Bertrand Blier,Comedy,925952,Mйnage,Not specified,10/1/1986,84,7,Gйrard Depardieu,2022,Bertrand Blier,1986
0,Camйras Continentales,Denmark,Henning Carlsen,Biography,583800,Oviri,R,9/5/1986,100,6.2,Donald Sutherland,275,Henning Carlsen,1986
0,Film Corporation of Kenya,UK,Raju Patel,Action,181410,In the Shadow of Kilimanjaro,R,5/9/1986,100,5.1,John Rhys-Davies,310,T. Michael Harry,1986
0,Cineplex-Odeon Films,Australia,Tim Burstall,Drama,432266,Kangaroo,R,3/13/1987,108,6.7,Colin Friels,156,Evan Jones,1986
0,Cannon Group,USA,Albert Pyun,Action,2390525,Dangerously Close,R,5/9/1986,95,6.6,John Stockwell,935,Scott Fields,1986
0,Hyperion Pictures,USA,Carroll Ballard,Family,781727,Nutcracker,G,11/26/1986,100,7.2,Hugh Bigney,578,Kent Stowell,1986
0,Produzioni Europee Associate (PEA),Italy,Federico Fellini,Comedy,837623,Ginger and Fred,PG-13,3/28/1986,125,7.3,Marcello Mastroianni,3859,Federico Fellini,1986
0,Metro-Goldwyn-Mayer (MGM),USA,Alan J. Pakula,Crime,502237,Dream Lover,R,4/2/1986,104,5.1,Kristy McNichol,405,Jon Boorstin,1986
0,MTM Enterprises,USA,Allan Burns,Drama,6408791,Just Between Friends,PG-13,3/21/1986,110,5.9,Mary Tyler Moore,629,Allan Burns,1986
0,Lynn-Davis Productions,USA,Gary Hudson,Action,145975,Thunder Run,PG-13,5/30/1986,90,5.1,Forrest Tucker,218,Charles Davis,1986
0,Longshot,USA,Paul Bartel,Comedy,1096843,The Longshot,PG-13,1/17/1986,89,5.4,Tim Conway,457,Tim Conway,1986
0,Silver Screen Partners II,USA,Michael Dinner,Comedy,4842778,Off Beat,PG,4/11/1986,92,5,Judge Reinhold,748,Dezsц Magyar,1986
0,Roundhouse,USA,Joe Roth,Drama,2520664,Streets of Gold,R,11/14/1986,95,6,Klaus Maria Brandauer,505,Dezsц Magyar,1986
0,Convy-Fimberg Productions,USA,Bert Convy,Action,351623,Weekend Warriors,R,1986-10,100,4.4,Chris Lemmon,237,Bruce Belland,1986
18000000,J&M; Entertainment,UK,Zoran Perisic,Action,2295500,Sky Bandits,PG,10/31/1986,100,4.6,Scott McGinnis,183,Thom Keyes,1986
1500000,Cinetel Films,USA,Fred Olen Ray,Action,1368912,Armed Response,R,10/3/1986,86,4.9,David Carradine,489,T.L. Lankford,1986
0,Cannon City Produktie Maatschappij B.V.,Netherlands,Franco Zeffirelli,Drama,189042,Otello,PG,9/12/1986,100,7.2,Plбcido Domingo,424,Arrigo Boito,1986
0,Alliance Communications Corporation,USA,Rob Nilsson,Drama,440438,On the Edge,PG-13,5/2/1986,95,7.1,Bruce Dern,171,Roy Kissin,1986
0,Action Communications,USA,Frank Harris,Action,63860,Low Blow,R,1986-04,100,3.5,Leo Fong,256,Leo Fong,1986
0,Cote Blanche Productions,USA,Glen Pitre,Drama,1444618,Belizaire the Cajun,PG,6/13/1986,103,6.4,Armand Assante,391,Glen Pitre,1986
0,Les Films 13,France,Claude Lelouch,Drama,227510,A Man and a Woman: 20 Years Later,PG,8/15/1986,112,5.8,Anouk Aimйe,496,Claude Lelouch,1986
0,New Line Cinema,USA,Clay Borris,Action,1900000,Quiet Cool,R,11/7/1986,100,5.7,James Remar,542,Clay Borris,1986
0,Not specified,USA,Gideon Amir,Action,2497233,Behind Enemy Lines,R,4/4/1986,90,4.9,David Carradine,368,Malcolm Barbour,1986
0,Not specified,USA,Francis Schaeffer,Action,193153,Wired to Kill,R,11/14/1986,86,4.2,Emily Longstreth,163,Francis Schaeffer,1986
0,Fringe Dwellers Productions,Australia,Bruce Beresford,Drama,149440,The Fringe Dwellers,PG,1986-10,98,6.7,Kristina Nehm,305,Bruce Beresford,1986
0,T. Films,France,Andrй Tйchinй,Crime,164187,Scene of the Crime,Not specified,1987-05,90,6.9,Nicolas Giraudi,565,Andrй Tйchinй,1986
0,Hanna-Barbera Productions,USA,Don Lusk,Animation,1338264,GoBots: Battle of the Rock Lords,G,3/21/1986,75,5.8,Margot Kidder,397,Jeff Segal,1986
0,Channel Four Films,UK,Charles Gormley,Comedy,267249,The Gospel According to Vic,PG,3/13/1987,92,6.1,Tom Conti,227,Charles Gormley,1986
0,Grace,USA,Dominic Orlando,Action,601451,Knights of the City,R,2/14/1986,87,4.8,Leon Isaac Kennedy,103,Leon Isaac Kennedy,1986
0,Embassy Pictures,USA,Robert M. Young,Comedy,18209,Saving Grace,PG,11/13/1986,112,7,Tom Conti,467,Celia Gittelson,1986
0,Hunter/MFG Production,USA,Gary Grillo,Action,492367,Jackals,R,9/19/1986,97,5.3,Jack Lucarelli,139,Dennis A. Pratt,1986
0,Cannon Films,USA,Filippo Ottoni,Comedy,22123,Detective School Dropouts,PG,8/8/1986,92,5.8,David Landsberg,220,Lorin Dreyfuss,1986
0,CBS Entertainment Production,USA,Christopher Cain,Adventure,676166,Where the River Runs Black,PG,9/19/1986,100,6.6,Charles Durning,351,Neal Jimenez,1986
0,DIC Entertainment,Canada,Bruno Bianchi,Family,2193642,Heathcliff: The Movie,G,1/17/1986,73,5.3,Mel Blanc,187,George Gately,1986
0,AAR Films,USA,Dennis Klein,Comedy,32279,One More Saturday Night,R,8/22/1986,95,5.7,Tom Davis,211,Tom Davis,1986
16000000,Act III Communications,USA,Rob Reiner,Adventure,30857814,The Princess Bride,PG,10/9/1987,98,8.1,Cary Elwes,320953,William Goldman,1987
1000000,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027,Hellraiser,R,9/18/1987,94,7,Andrew Robinson,83209,Clive Barker,1987
30000000,Natant,UK,Stanley Kubrick,Drama,46357676,Full Metal Jacket,R,7/10/1987,116,8.3,Matthew Modine,537826,Gustav Hasford,1987
6000000,Great American Films Limited Partnership,USA,Emile Ardolino,Drama,63952836,Dirty Dancing,PG-13,8/21/1987,100,6.9,Patrick Swayze,155978,Eleanor Bergstein,1987
0,Warner Bros.,USA,Joel Schumacher,Comedy,32222567,The Lost Boys,R,7/31/1987,97,7.3,Jason Patric,100376,Jan Fischer,1987
15000000,Amercent Films,USA,John McTiernan,Action,59735548,Predator,R,6/12/1987,107,7.8,Arnold Schwarzenegger,313213,Jim Thomas,1987
27000000,Braveworld Productions,USA,Paul Michael Glaser,Action,38122105,The Running Man,R,11/13/1987,101,6.6,Arnold Schwarzenegger,120345,Stephen King,1987
22700000,Brooksfilms,USA,Mel Brooks,Adventure,38119483,Spaceballs,PG,6/24/1987,96,7.1,Mel Brooks,146748,Mel Brooks,1987
13000000,Orion Pictures,USA,Paul Verhoeven,Action,53424681,RoboCop,R,7/17/1987,102,7.5,Peter Weller,196245,Edward Neumeier,1987
15000000,Warner Bros.,USA,Richard Donner,Action,65207127,Lethal Weapon,R,3/6/1987,110,7.6,Mel Gibson,204328,Shane Black,1987
25000000,Paramount Pictures,USA,Brian De Palma,Crime,76270454,The Untouchables,R,6/3/1987,119,7.9,Kevin Costner,234254,Oscar Fraley,1987
3600000,De Laurentiis Entertainment Group (DEG),USA,Sam Raimi,Comedy,5923044,Evil Dead II,R,3/13/1987,84,7.8,Bruce Campbell,123325,Sam Raimi,1987
22000000,Golan-Globus Productions,USA,Gary Goddard,Action,17336370,Masters of the Universe,PG,8/7/1987,106,5.4,Dolph Lundgren,30370,David Odell,1987
12000000,Home Box Office (HBO),USA,Fred Dekker,Action,3769990,The Monster Squad,PG-13,8/14/1987,82,7.2,Andre Gower,21420,Shane Black,1987
14000000,Paramount Pictures,USA,Adrian Lyne,Drama,156645693,Fatal Attraction,R,9/18/1987,119,6.9,Michael Douglas,60383,James Dearden,1987
30000000,Eon Productions,UK,John Glen,Action,51185897,The Living Daylights,PG,7/31/1987,130,6.7,Timothy Dalton,74272,Richard Maibaum,1987
15000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100,Wall Street,R,12/11/1987,126,7.4,Charlie Sheen,126195,Stanley Weiser,1987
35000000,Amblin Entertainment,USA,Steven Spielberg,Drama,22238696,Empire of the Sun,PG,12/25/1987,153,7.8,Christian Bale,96566,Tom Stoppard,1987
0,Apollo Pictures,USA,Steve Rash,Comedy,31623833,Can't Buy Me Love,PG-13,8/14/1987,94,6.7,Patrick Dempsey,26348,Michael Swerdlick,1987
22000000,Warner Bros.,USA,George Miller,Comedy,63766510,The Witches of Eastwick,R,6/12/1987,118,6.5,Jack Nicholson,51642,John Updike,1987
0,Paramount Pictures,USA,Carl Reiner,Comedy,35658098,Summer School,PG-13,7/22/1987,97,6.5,Mark Harmon,14038,Stuart Birnbaum,1987
4500000,New Line Cinema,USA,Chuck Russell,Action,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,2/27/1987,96,6.6,Heather Langenkamp,55414,Wes Craven,1987
0,Touchstone Pictures,USA,Chris Columbus,Action,34368475,Adventures in Babysitting,PG-13,7/3/1987,102,6.9,Elisabeth Shue,30850,David Simkins,1987
0,RKO Pictures,USA,John Irvin,Action,13839404,Hamburger Hill,R,8/28/1987,110,6.7,Anthony Barrile,20159,James Carabatsos,1987
23000000,Universal Pictures,USA,Joseph Sargent,Adventure,20763013,Jaws: The Revenge,PG-13,7/17/1987,89,2.9,Lorraine Gary,33419,Peter Benchley,1987
25000000,Cannon Group,USA,Menahem Golan,Action,16057580,Over the Top,PG,2/13/1987,93,5.7,Sylvester Stallone,40916,Gary Conway,1987
30000000,Paramount Pictures,USA,John Hughes,Comedy,49530280,"Planes, Trains & Automobiles",R,11/25/1987,93,7.6,Steve Martin,98897,John Hughes,1987
6000000,Circle Films,USA,Joel Coen,Comedy,22847564,Raising Arizona,PG-13,4/17/1987,94,7.4,Nicolas Cage,107669,Ethan Coen,1987
17000000,Carolco International N.V.,UK,Alan Parker,Horror,17185632,Angel Heart,R,3/6/1987,113,7.3,Mickey Rourke,67453,William Hjortsberg,1987
0,Hughes Entertainment,USA,Howard Deutch,Drama,18553948,Some Kind of Wonderful,PG-13,2/27/1987,95,7.1,Eric Stoltz,21931,John Hughes,1987
6000000,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196,Mannequin,PG,2/13/1987,90,5.8,Andrew McCarthy,24626,Edward Rugoff,1987
0,Hawn / Sylbert Movie Company,USA,Garry Marshall,Comedy,26713187,Overboard,PG,12/16/1987,106,6.8,Goldie Hawn,40429,Leslie Dixon,1987
27000000,Warner Bros.,USA,Joe Dante,Action,25893810,Innerspace,PG,7/1/1987,120,6.8,Dennis Quaid,45172,Chip Proser,1987
15000000,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528,Moonstruck,PG,1/15/1988,102,7.1,Cher,38600,John Patrick Shanley,1987
28000000,Paramount Pictures,USA,Tony Scott,Action,153665000,Beverly Hills Cop II,R,5/20/1987,100,6.5,Eddie Murphy,90969,Danilo Bach,1987
0,Amblin Entertainment,USA,William Dear,Comedy,29760613,Harry and the Hendersons,PG,6/5/1987,110,5.9,John Lithgow,26157,William Dear,1987
23000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230,The Last Emperor,PG-13,4/15/1988,163,7.8,John Lone,76408,Mark Peploe,1987
13000000,Touchstone Pictures,USA,Barry Levinson,Biography,123922370,"Good Morning, Vietnam",R,1/15/1988,121,7.3,Robin Williams,106924,Mitch Markowitz,1987
2600000,Merchant Ivory Productions,UK,James Ivory,Drama,3130592,Maurice,R,9/18/1987,140,7.7,James Wilby,11837,E.M. Forster,1987
11000000,Interscope Communications,USA,Leonard Nimoy,Comedy,167780960,3 Men and a Baby,PG,11/25/1987,102,5.9,Tom Selleck,39544,Coline Serreau,1987
3000000,Alive Films,USA,John Carpenter,Horror,14182492,Prince of Darkness,R,10/23/1987,102,6.7,Donald Pleasence,28064,John Carpenter,1987
6500000,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416,La Bamba,PG-13,7/24/1987,108,6.8,Lou Diamond Phillips,22839,Luis Valdez,1987
5000000,F/M,USA,Kathryn Bigelow,Action,3369307,Near Dark,R,1988,94,7,Adrian Pasdar,27485,Kathryn Bigelow,1987
0,Road Movies Filmproduktion,West Germany,Wim Wenders,Drama,3210139,Wings of Desire,PG-13,5/6/1988,128,8.1,Bruno Ganz,51522,Wim Wenders,1987
0,Twentieth Century Fox Film Corporation,USA,Marek Kanievska,Crime,12396383,Less Than Zero,R,11/6/1987,98,6.4,Andrew McCarthy,15500,Bret Easton Ellis,1987
15000000,Orion Pictures,USA,Roger Donaldson,Action,35509515,No Way Out,R,8/14/1987,114,7.1,Kevin Costner,28684,Kenneth Fearing,1987
0,Universal Pictures,USA,Matthew Robbins,Comedy,32945797,*batteries not included,PG,12/18/1987,106,6.6,Hume Cronyn,25330,Mick Garris,1987
0,United Artists,USA,Charles Shyer,Comedy,26712476,Baby Boom,PG,10/30/1987,110,6.1,Diane Keaton,11414,Nancy Meyers,1987
0,Cineplex-Odeon Films,UK,Bruce Robinson,Comedy,1544889,Withnail & I,R,6/19/1987,107,7.8,Richard E. Grant,33285,Bruce Robinson,1987
0,Fries Entertainment,USA,Jeffrey Bloom,Drama,15151736,Flowers in the Attic,PG-13,11/20/1987,93,5.7,Louise Fletcher,7993,Virginia C. Andrews,1987
20000000,Amercent Films,USA,James L. Brooks,Comedy,51249404,Broadcast News,R,12/25/1987,133,7.2,William Hurt,22802,James L. Brooks,1987
2500000,New Century Entertainment Corporation,Canada,Tibor Takбcs,Fantasy,13539458,Tъnel al infierno,PG-13,5/15/1987,85,6,Stephen Dorff,11435,Michael Nankin,1987
17000000,Cannon Films,UK,Sidney J. Furie,Action,15681020,Superman IV: The Quest for Peace,PG,7/24/1987,90,3.6,Christopher Reeve,35866,Joe Shuster,1987
3500000,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000,Creepshow 2,R,5/1/1987,92,6,George Kennedy,17500,Stephen King,1987
3000000,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703,Teen Wolf Too,PG,11/20/1987,95,3.2,Jason Bateman,8905,Jeph Loeb,1987
12000000,Columbia Pictures Industries,USA,Fred Schepisi,Comedy,40050884,Roxanne,PG,6/19/1987,107,6.6,Steve Martin,34794,Edmond Rostand,1987
12000000,Rastar Pictures,USA,Herbert Ross,Comedy,66995879,The Secret of My Succe$s,PG-13,4/10/1987,111,6.5,Michael J. Fox,24685,Jim Cash,1987
20000000,Applied Action,USA,Tom Mankiewicz,Comedy,57387516,Dragnet,PG-13,6/26/1987,106,5.9,Dan Aykroyd,27387,Dan Aykroyd,1987
0,British Screen Productions,UK,Alan Clarke,Comedy,124167,"Rita, Sue and Bob Too",R,5/29/1987,93,6.4,Siobhan Finneran,2747,Andrea Dunbar,1987
18000000,TriStar Pictures,USA,Blake Edwards,Comedy,39321715,Blind Date,PG-13,3/27/1987,95,5.9,Kim Basinger,17903,Dale Launer,1987
0,New World Pictures,USA,Ethan Wiley,Comedy,7800000,House II: The Second Story,PG-13,8/28/1987,88,5.4,Arye Gross,8302,Fred Dekker,1987
0,Warner Bros.,USA,Jim Drake,Comedy,28061343,Police Academy 4: Citizens on Patrol,PG,4/3/1987,88,4.8,Steve Guttenberg,33955,Neal Israel,1987
1000000,Atlantic Entertainment Group,USA,Rod Amateau,Adventure,1576615,The Garbage Pail Kids Movie,PG,8/22/1987,100,2.7,Anthony Newley,6348,Linda Palmer,1987
14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,12/11/1987,88,6.2,Danny DeVito,28550,Stu Silver,1987
0,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,2488740,The Stepfather,R,6/5/1987,89,6.8,Terry O'Quinn,9959,Carolyn Lefcourt,1987
0,Heron Communications,USA,Jack Sholder,Action,9747988,The Hidden,R,10/30/1987,96,7,Kyle MacLachlan,13878,Jim Kouf,1987
0,Universal Pictures,USA,Joe Dante,Comedy,548696,Amazon Women on the Moon,R,9/18/1987,85,6.2,Rosanna Arquette,8755,Michael Barrie,1987
3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,10/16/1987,100,7.3,Mickey Rourke,15647,Charles Bukowski,1987
6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,10/9/1987,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987
0,Panorama Film A/S,Denmark,Gabriel Axel,Comedy,4398938,Babette's Feast,G,3/4/1988,102,7.8,Stйphane Audran,14838,Karen Blixen,1987
0,Orion Pictures,USA,John Schlesinger,Crime,18753438,The Believers,R,6/10/1987,114,6.1,Martin Sheen,4900,Mark Frost,1987
15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,9/18/1987,81,5.2,Molly Ringwald,5348,James Toback,1987
16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,1/30/1987,88,7.6,Mia Farrow,26467,Woody Allen,1987
0,Lightyear Entertainment,UK,Robert Altman,Comedy,1028679,Aria,R,10/30/1987,90,5.8,John Hurt,2243,Robert Altman,1987
3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,5/22/1987,92,5.5,Jim Varney,9526,John R. Cherry III,1987
0,Nouvelles Йditions de Films (NEF),France,Louis Malle,Drama,4542825,Au Revoir les Enfants,PG,2/12/1988,104,8,Gaspard Manesse,25969,Louis Malle,1987
17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,10/9/1987,106,6.1,Tom Berenger,7854,Howard Franklin,1987
0,"Guber-Peters Company, The",USA,James Foley,Comedy,7305209,Who's That Girl,PG,8/7/1987,92,4.7,Madonna,8125,Andrew Smith,1987
29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,11/6/1987,157,7.5,Denzel Washington,10692,John Briley,1987
6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,8/28/1987,119,6.5,Michael Caine,7532,George Axelrod,1987
27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,2/12/1988,143,6.8,Jack Nicholson,6874,William Kennedy,1987
0,Amercent Films,USA,Bob Rafelson,Crime,25205460,Black Widow,R,2/6/1987,102,6.3,Debra Winger,7132,Ronald Bass,1987
0,Touchstone Pictures,USA,John Badham,Action,65673233,Stakeout,R,8/5/1987,117,6.6,Richard Dreyfuss,20039,Jim Kouf,1987
0,Imagine Films Entertainment,USA,Rod Daniel,Comedy,34377585,Like Father Like Son,PG-13,10/2/1987,96,5.1,Dudley Moore,4817,Lorne Cameron,1987
0,Pelemele Film,West Germany,Percy Adlon,Comedy,3587303,Bagdad Cafe,PG,4/22/1988,95,7.5,Marianne Sдgebrecht,10255,Eleonore Adlon,1987
0,Cannon Group,USA,Andrey Konchalovskiy,Drama,769119,Shy People,R,3/11/1988,100,6.9,Jill Clayburgh,940,Andrey Konchalovskiy,1987
0,Twentieth Century Fox Film Corporation,USA,Joe Roth,Comedy,30063289,Revenge of the Nerds II: Nerds in Paradise,PG-13,7/10/1987,88,4.9,Robert Carradine,11444,Tim Metcalfe,1987
0,Simcom Limited,Canada,Bruce Pittman,Horror,2683519,Prom Night II,R,11/13/1987,97,5.6,Lisa Schrage,3440,Ron Oliver,1987
5000000,Cannon Group,USA,J. Lee Thompson,Action,6880310,Death Wish 4: The Crackdown,R,11/6/1987,99,5.3,Charles Bronson,6770,Brian Garfield,1987
18000000,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286,Project X,PG,4/17/1987,108,6.1,Matthew Broderick,8879,Lawrence Lasker,1987
0,Finnegan/Pinchuk Productions,USA,William Phelps,Action,3832228,North Shore,PG,8/14/1987,96,6.5,Matt Adler,1903,William Phelps,1987
0,7 Films Cinйma,France,Йlie Chouraqui,Action,519596,Man on Fire,R,9/4/1987,87,5.9,Scott Glenn,1340,A.J. Quinnell,1987
4000000,Cannon Films,USA,Ruggero Deodato,Fantasy,800000,The Barbarians,R,3/20/1987,87,4.9,David Paul,2538,Alberto Piferi,1987
55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,5/15/1987,107,4.2,Warren Beatty,9094,Elaine May,1987
100000,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617,Hollywood Shuffle,R,3/20/1987,78,7,Robert Townsend,3009,Robert Townsend,1987
0,Marimark Productions,USA,Lawrence Bassoff,Comedy,1749956,Hunk,PG,3/6/1987,102,4.6,John Allen Nelson,1042,Lawrence Bassoff,1987
0,Filmhaus,USA,David Mamet,Crime,2585639,House of Games,R,10/14/1987,102,7.3,Lindsay Crouse,17508,David Mamet,1987
0,Not specified,USA,Peter Werner,Crime,2877571,No Man's Land,R,10/23/1987,100,6.1,Charlie Sheen,3297,Dick Wolf,1987
0,Trans World Entertainment (TWE),USA,David Keith,Sci-Fi,1930001,The Curse,R,9/11/1987,92,4.9,Wil Wheaton,1762,David Chaskin,1987
0,TriStar Pictures,USA,Peter Yates,Crime,18782400,Suspect,R,10/23/1987,121,6.6,Cher,7506,Eric Roth,1987
0,TriStar Pictures,USA,Christopher Cain,Action,19734940,The Principal,R,9/18/1987,109,6.2,Jim Belushi,7311,Frank Deese,1987
0,Columbia Pictures Corporation,UK,John Boorman,Comedy,10021120,Hope and Glory,PG-13,2/19/1988,113,7.4,Sarah Miles,10291,John Boorman,1987
0,Touchstone Pictures,USA,Arthur Hiller,Comedy,52864741,Outrageous Fortune,R,1/30/1987,99,6.1,Shelley Long,6123,Leslie Dixon,1987
22000000,Carolco Entertainment,USA,Walter Hill,Action,11307844,Extreme Prejudice,R,4/24/1987,96,6.6,Nick Nolte,4924,John Milius,1987
350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,5/1/1987,90,4.8,Michael Dudikoff,6565,Gary Conway,1987
4000000,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358,Matewan,PG-13,6/30/1988,135,7.9,Chris Cooper,6198,John Sayles,1987
0,Vista Organization,USA,Bill Norton,Drama,1539000,Three for the Road,PG,5/5/1988,88,5.3,Charlie Sheen,813,Richard Martini,1987
24000000,Columbia Pictures,USA,Paul Weiland,Action,4916871,Leonard Part 6,PG,12/18/1987,85,2.2,Bill Cosby,7387,Jonathan Reynolds,1987
5000000,Golan-Globus Productions,USA,Jerry Schatzberg,Crime,1119112,Street Smart,R,3/20/1987,97,6.4,Christopher Reeve,2096,David Freeman,1987
0,Zenith Entertainment,UK,Stephen Frears,Biography,1654743,Prick Up Your Ears,R,5/8/1987,105,7.4,Gary Oldman,4799,Alan Bennett,1987
9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,10/23/1987,115,5.3,Christopher Lambert,3889,Mario Puzo,1987
